club,last_name,first_name,position,base_salary,guaranteed_compensation,year,conference
Charlotte FC,Hegardt,Chris,D,85444.0,92956.0,2023,Eastern
Charlotte FC,Jones,Derrick,M,325000.0,347969.0,2023,Eastern
Charlotte FC,Copetti,Enzo,F,1000000.0,1142250.0,2023,Eastern
Charlotte FC,Marks,George,G,68775.0,68775.0,2023,Eastern
Charlotte FC,Corujo,Guzmán,D,625000.0,658500.0,2023,Eastern
Charlotte FC,Diop,Hamady,D,67360.0,74860.0,2023,Eastern
Charlotte FC,Afful,Harrison,D,85444.0,85444.0,2023,Eastern
Charlotte FC,Walker,Isaac,G,67360.0,67360.0,2023,Eastern
Charlotte FC,Neeley,Jack,D,67360.0,69360.0,2023,Eastern
Charlotte FC,Sobocinski,Jan,D,325000.0,351250.0,2023,Eastern
Charlotte FC,Lindsey,Jaylin,D,250000.0,286250.0,2023,Eastern
Charlotte FC,Mora,Joseph,D,225000.0,225000.0,2023,Eastern
Charlotte FC,Meram,Justin,F,450000.0,493750.0,2023,Eastern
Charlotte FC,Józwiak,Kamil,F,1100000.0,1217000.0,2023,Eastern
Charlotte FC,Swiderski,Karol,F,2200000.0,2258000.0,2023,Eastern
Charlotte FC,Vargas,Kerwin,F,375000.0,412125.0,2023,Eastern
Charlotte FC,Kahlina,Kristijan,G,500000.0,526875.0,2023,Eastern
Charlotte FC,Byrne,Nathan,D,560000.0,607833.0,2023,Eastern
Charlotte FC,Scardina,Nick,F,67360.0,67360.0,2023,Eastern
Charlotte FC,Berchimas,Nimfasha,F,67360.0,82294.0,2023,Eastern
Charlotte FC,Santos,Nuno,M,550000.0,611387.0,2023,Eastern
Charlotte FC,McKinze Gaines II,Orrin,F,100000.0,102750.0,2023,Eastern
Charlotte FC,Sisniega,Pablo,G,190000.0,210667.0,2023,Eastern
Charlotte FC,Agyemang,Patrick,F,67360.0,67360.0,2023,Eastern
Charlotte FC,Silveira de Mello,Vinicius,F,315000.0,349900.0,2023,Eastern
Chicago Fire,Monis,Alex,F,85444.0,87344.0,2023,Eastern
Chicago Fire,Rodriguez,Allan,D,85444.0,87344.0,2023,Eastern
Chicago Fire,Aceves,Alonso,D,330000.0,368900.0,2023,Eastern
Chicago Fire,Souquet,Arnaud,D,600000.0,679667.0,2023,Eastern
Chicago Fire,Gutiérrez,Brian,M,200004.0,240004.0,2023,Eastern
Chicago Fire,Mueller,Chris,F,600000.0,662320.0,2023,Eastern
Chicago Fire,Brady,Chris,G,189996.0,213246.0,2023,Eastern
Chicago Fire,Herbers,Fabian,F,310000.0,331250.0,2023,Eastern
Chicago Fire,Navarro,Federico,D,450000.0,507500.0,2023,Eastern
Chicago Fire,Giménez,Gastón,D,1600000.0,1633333.0,2023,Eastern
Chicago Fire,Koutsias,Georgios,F,470800.0,470800.0,2023,Eastern
Chicago Fire,Torres,Jairo,F,1100004.0,1469337.0,2023,Eastern
Chicago Fire,Casas,Javier,M,85444.0,87344.0,2023,Eastern
Chicago Fire,Gal,Jeff,G,85444.0,85444.0,2023,Eastern
Chicago Fire,Dean,Jonathan,D,85444.0,93611.0,2023,Eastern
Chicago Fire,Reynolds,Justin,D,67360.0,67360.0,2023,Eastern
Chicago Fire,Przybylko,Kacper,F,1100004.0,1212504.0,2023,Eastern
Chicago Fire,Kamara,Kei,F,220000.0,231000.0,2023,Eastern
Chicago Fire,Burks,Kendall,D,88200.0,88200.0,2023,Eastern
Chicago Fire,Haile-Selassie,Maren,M,264000.0,279800.0,2023,Eastern
Chicago Fire,Pineda,Mauricio,D,255000.0,278875.0,2023,Eastern
Chicago Fire,Navarro,Miguel Ángel,D,260004.0,299004.0,2023,Eastern
Chicago Fire,Rodríguez,Missael,F,67360.0,67360.0,2023,Eastern
Chicago Fire,Czichos,Rafael,D,1300000.0,1336667.0,2023,Eastern
Chicago Fire,Oregel,Sergio,M,67360.0,67360.0,2023,Eastern
Chicago Fire,Richey,Spencer,G,132000.0,132000.0,2023,Eastern
Chicago Fire,Bezerra,Victor,F,85444.0,97905.0,2023,Eastern
Chicago Fire,Omsberg,Wyatt,D,170000.0,187000.0,2023,Eastern
Chicago Fire,Shaqiri,Xherdan,M,7350000.0,8153000.0,2023,Eastern
Colorado Rapids,Keita,Aboubacar,D,160000.0,160000.0,2023,Western
Colorado Rapids,Rodriguez,Abraham,G,88200.0,88200.0,2023,Western
Colorado Rapids,Gersbach,Alex,D,230000.0,270433.0,2023,Western
Colorado Rapids,Maxsö,Andreas,D,1100000.0,1292500.0,2023,Western
Colorado Rapids,Markanich,Anthony,D,68775.0,68775.0,2023,Western
Colorado Rapids,Galván,Braian,F,365700.0,462022.0,2023,Western
Colorado Rapids,Acosta,Bryan,M,675000.0,731667.0,2023,Western
Colorado Rapids,Harris,Calvin,F,100000.0,113000.0,2023,Western
Colorado Rapids,Bassett,Cole,M,450000.0,450000.0,2023,Western
Colorado Rapids,Warner,Collen,M,85444.0,85444.0,2023,Western
Colorado Rapids,Ronan,Connor,M,460000.0,512400.0,2023,Western
Colorado Rapids,Wilson,Danny,D,330000.0,354750.0,2023,Western
Colorado Rapids,Leyva,Danny,D,200000.0,224900.0,2023,Western
Colorado Rapids,Yapi,Darren,F,85444.0,96277.0,2023,Western
Colorado Rapids,Rubio,Diego,F,660000.0,704667.0,2023,Western
Colorado Rapids,Vallecilla,Gustavo,D,336000.0,368880.0,2023,Western
Colorado Rapids,Price,Jack,M,762500.0,825000.0,2023,Western
Colorado Rapids,Travis,Jackson,D,67360.0,69860.0,2023,Western
Colorado Rapids,Lewis,Jonathan,F,410000.0,435000.0,2023,Western
Colorado Rapids,Rosenberry,Keegan,D,400000.0,400000.0,2023,Western
Colorado Rapids,Cabral,Kévin,F,1800000.0,1800000.0,2023,Western
Colorado Rapids,Abubakar,Lalas,D,665000.0,702125.0,2023,Western
Colorado Rapids,Ilić,Marko,G,350000.0,382489.0,2023,Western
Colorado Rapids,Alves da Silva,Max,M,232000.0,313360.0,2023,Western
Colorado Rapids,Barrios,Michael,F,650000.0,680000.0,2023,Western
Colorado Rapids,Edwards,Michael,D,125000.0,125000.0,2023,Western
Colorado Rapids,Bombito,Moïse,D,67360.0,85572.0,2023,Western
Colorado Rapids,Larraz,Oliver,M,85444.0,85444.0,2023,Western
Colorado Rapids,Priso-Mbongue,Ralph,D,89716.0,89716.0,2023,Western
Colorado Rapids,Nicholson,Sam,M,325000.0,360313.0,2023,Western
Colorado Rapids,Anderson,Sebastian,D,120000.0,121667.0,2023,Western
Colorado Rapids,Beitashour,Steven,D,150000.0,172500.0,2023,Western
Colorado Rapids,Yarbrough,William,G,400000.0,475000.0,2023,Western
Columbus Crew,Morris,Aidan,M,200000.0,202000.0,2023,Eastern
Columbus Crew,Matan,Alexandru,F,450000.0,483250.0,2023,Eastern
Columbus Crew,Scott,Brady,G,88200.0,88200.0,2023,Eastern
Columbus Crew,Ramirez,Christian,F,400000.0,445833.0,2023,Eastern
Columbus Crew,Hernández,Cucho,F,2600000.0,2886000.0,2023,Eastern
Columbus Crew,Nagbe,Darlington,M,1800000.0,1800000.0,2023,Eastern
Columbus Crew,Room,Eloy,G,815000.0,898000.0,2023,Eastern
Columbus Crew,Bush,Evan,G,88200.0,88200.0,2023,Eastern
Columbus Crew,Parente,Isaiah,M,85444.0,89444.0,2023,Eastern
Columbus Crew,Russell-Rowe,Jacen,F,67360.0,74749.0,2023,Eastern
Columbus Crew,Morris,Jake,D,85444.0,85444.0,2023,Eastern
Columbus Crew,Medranda,Jimmy,D,300000.0,331250.0,2023,Eastern
Columbus Crew,Williams,Josh,D,325000.0,325000.0,2023,Eastern
Columbus Crew,Hughes,Keegan,D,85444.0,85444.0,2023,Eastern
Columbus Crew,Molino,Kevin,F,735367.0,735367.0,2023,Eastern
Columbus Crew,Zelarayán,Lucas,M,3200000.0,3800000.0,2023,Eastern
Columbus Crew,Díaz,Luis,M,500000.0,533900.0,2023,Eastern
Columbus Crew,Amundsen,Malte,D,300000.0,338700.0,2023,Eastern
Columbus Crew,Arfsten,Max,F,67360.0,69205.0,2023,Eastern
Columbus Crew,Degenek,Milos,D,725000.0,823500.0,2023,Eastern
Columbus Crew,Farsi,Mohamed,D,67360.0,74735.0,2023,Eastern
Columbus Crew,Schulte,Patrick,G,88200.0,103178.0,2023,Eastern
Columbus Crew,Quinton,Philip,D,67360.0,67360.0,2023,Eastern
Columbus Crew,Zawadzki,Sean,M,88200.0,93200.0,2023,Eastern
Columbus Crew,Moreira,Steven,D,700000.0,782708.0,2023,Eastern
Columbus Crew,Sands,Will,D,85444.0,91694.0,2023,Eastern
Columbus Crew,Yeboah,Yaw,F,600000.0,663750.0,2023,Eastern
DC United,Bono,Alex,G,85444.0,105444.0,2023,Eastern
DC United,Nájar,Andy,D,450000.0,450000.0,2023,Eastern
DC United,Hines-Ike,Brendan,D,425000.0,467917.0,2023,Eastern
DC United,Durkin,Chris,D,425000.0,481250.0,2023,Eastern
DC United,Benteke,Christian,F,4250000.0,4432778.0,2023,Eastern
DC United,Dájome,Cristian,F,900000.0,965625.0,2023,Eastern
DC United,Williams,Derrick,D,800000.0,871458.0,2023,Eastern
DC United,Pines,Donovan,D,200000.0,202000.0,2023,Eastern
DC United,Samaké,Gaoussou,D,85444.0,85444.0,2023,Eastern
DC United,Sargis,Hayden,D,85444.0,85444.0,2023,Eastern
DC United,Hopkins,Jackson,F,85444.0,85730.0,2023,Eastern
DC United,Greene,Jacob,D,89716.0,92716.0,2023,Eastern
DC United,Garay,Jeremy,D,67360.0,71410.0,2023,Eastern
DC United,Fletcher,Kristian,F,85444.0,104953.0,2023,Eastern
DC United,O'Brien,Lewis,M,360000.0,363000.0,2023,Eastern
DC United,Zamudio,Luis,G,85444.0,85444.0,2023,Eastern
DC United,Rodríguez,Martín,F,1000000.0,1266200.0,2023,Eastern
DC United,Akinmboni,Matai,D,67360.0,76860.0,2023,Eastern
DC United,Klich,Mateusz,M,1900000.0,2093588.0,2023,Eastern
DC United,Jeahze,Mohanad,D,660000.0,660000.0,2023,Eastern
DC United,Robertha,Nigel,F,550000.0,622542.0,2023,Eastern
DC United,Santos,Pedro,F,350000.0,390000.0,2023,Eastern
DC United,Morrison,Ravel,M,850000.0,922844.0,2023,Eastern
DC United,Gregório Teixeira,Ruan,D,400000.0,400000.0,2023,Eastern
DC United,Canouse,Russell,M,575000.0,575000.0,2023,Eastern
DC United,Birnbaum,Steve,D,815000.0,815000.0,2023,Eastern
DC United,Fountas,Taxiarchis,F,1700000.0,1741000.0,2023,Eastern
DC United,Ku-DiPietro,Theodore,M,85444.0,85444.0,2023,Eastern
DC United,Miller,Tyler,G,400000.0,425000.0,2023,Eastern
DC United,Pálsson,Victor,D,875000.0,892500.0,2023,Eastern
DC United,Asad,Yamil,F,100000.0,100000.0,2023,Eastern
FC Cincinnati,Kann,Alec,G,200000.0,220833.0,2023,Eastern
FC Cincinnati,Barreal,Álvaro,F,300000.0,519297.0,2023,Eastern
FC Cincinnati,Powell,Alvas,D,190000.0,207000.0,2023,Eastern
FC Cincinnati,Ordóñez,Arquímides,F,85444.0,88981.0,2023,Eastern
FC Cincinnati,Vazquez,Brandon,F,900000.0,1041000.0,2023,Eastern
FC Cincinnati,Souza da Silva,Brenner,F,1680000.0,2218600.0,2023,Eastern
FC Cincinnati,Badji,Dominique,F,550000.0,605000.0,2023,Eastern
FC Cincinnati,Louro,Evan,G,88200.0,88200.0,2023,Eastern
FC Cincinnati,Robledo,Harrison,D,85444.0,106336.0,2023,Eastern
FC Cincinnati,Murphy,Ian,D,72050.0,74300.0,2023,Eastern
FC Cincinnati,Foster,Isaiah,D,85444.0,89823.0,2023,Eastern
FC Cincinnati,Akpunonu,Joey,D,67360.0,69860.0,2023,Eastern
FC Cincinnati,Moreno,Júnior,D,349992.0,398741.0,2023,Eastern
FC Cincinnati,Acosta,Luciano,M,1943500.0,2166983.0,2023,Eastern
FC Cincinnati,Pinto,Malik,D,67360.0,67360.0,2023,Eastern
FC Cincinnati,Angulo,Marco,D,275000.0,323000.0,2023,Eastern
FC Cincinnati,Miazga,Matt,D,1500000.0,1500000.0,2023,Eastern
FC Cincinnati,Hagglund,Nick,D,175000.0,175000.0,2023,Eastern
FC Cincinnati,Nwobodo,Obinna,D,1155000.0,1289400.0,2023,Eastern
FC Cincinnati,Walters,Paul,G,67360.0,75327.0,2023,Eastern
FC Cincinnati,Gaddis,Raymon,D,300000.0,300000.0,2023,Eastern
FC Cincinnati,Celentano,Roman,G,100000.0,112500.0,2023,Eastern
FC Cincinnati,Arias,Santiago,D,550000.0,611354.0,2023,Eastern
FC Cincinnati,Santos,Sergio,F,700000.0,814375.0,2023,Eastern
FC Cincinnati,Jimenez,Stiven,D,67360.0,67360.0,2023,Eastern
FC Cincinnati,Mosquera,Yerson,D,600000.0,650000.0,2023,Eastern
FC Cincinnati,Kubo,Yuya,M,1091000.0,1206750.0,2023,Eastern
FC Dallas,Velasco,Alan,F,1200000.0,1401000.0,2023,Western
FC Dallas,Korca,Amet,D,85444.0,85444.0,2023,Western
FC Dallas,Carrera,Antonio,G,85444.0,104963.0,2023,Western
FC Dallas,Smith,Collin,D,130000.0,135000.0,2023,Western
FC Dallas,Sealy,Dante,F,250000.0,277301.0,2023,Western
FC Dallas,Cerrillo,Edwin,D,149500.0,164500.0,2023,Western
FC Dallas,Twumasi,Ema,D,320000.0,339300.0,2023,Western
FC Dallas,Quignón,Facundo,D,836000.0,890627.0,2023,Western
FC Dallas,de Jesus Rocha,Geovane,D,250000.0,297000.0,2023,Western
FC Dallas,Endeley,Herbert,D,67360.0,67360.0,2023,Western
FC Dallas,Parker,Isaiah,D,67360.0,77360.0,2023,Western
FC Dallas,Obrian,Jáder,F,382500.0,467100.0,2023,Western
FC Dallas,Ferreira,Jesús,F,1650000.0,1852000.0,2023,Western
FC Dallas,Jiménez,Jesús,F,1100000.0,1219927.0,2023,Western
FC Dallas,Maurer,Jimmy,G,300000.0,317938.0,2023,Western
FC Dallas,Mulato,José,F,85444.0,123627.0,2023,Western
FC Dallas,Martínez,José Antonio,D,700000.0,773000.0,2023,Western
FC Dallas,Che,Justin,D,125000.0,134209.0,2023,Western
FC Dallas,Paes,Maarten,G,300000.0,337500.0,2023,Western
FC Dallas,Farfán,Marco,D,425000.0,457813.0,2023,Western
FC Dallas,Burgess,Nkosi Tafari,D,240750.0,240750.0,2023,Western
FC Dallas,Norris,Nolan,D,67360.0,86002.0,2023,Western
FC Dallas,Arriola,Paul,F,1550000.0,1729400.0,2023,Western
FC Dallas,Pomykal,Paxton,M,800000.0,908000.0,2023,Western
FC Dallas,Junqua,Sam,D,85444.0,93777.0,2023,Western
FC Dallas,Lletget,Sebastian,M,975000.0,1066250.0,2023,Western
FC Dallas,Ibeagha,Sebastien,D,520000.0,583625.0,2023,Western
FC Dallas,Scott,Tarik,F,67360.0,83302.0,2023,Western
FC Dallas,Ntsabeleng,Tsiki,M,85444.0,85444.0,2023,Western
Houston Dynamo,Carrasquilla,Adalberto,M,500000.0,550224.0,2023,Western
Houston Dynamo,Bassi,Amine,M,550000.0,550000.0,2023,Western
Houston Dynamo,Tarbell,Andrew,G,250000.0,280000.0,2023,Western
Houston Dynamo,Avila,Beto,F,67360.0,67360.0,2023,Western
Houston Dynamo,Smith,Brad,D,375000.0,416875.0,2023,Western
Houston Dynamo,Raines,Brooklyn,D,85444.0,103507.0,2023,Western
Houston Dynamo,Auguste,Charles,M,67360.0,71110.0,2023,Western
Houston Dynamo,Gasper,Chase,D,400000.0,425000.0,2023,Western
Houston Dynamo,Baird,Corey,F,550000.0,581031.0,2023,Western
Houston Dynamo,Steres,Daniel,D,355000.0,402175.0,2023,Western
Houston Dynamo,Ríos,Daniel,M,85444.0,89886.0,2023,Western
Houston Dynamo,van der Kust,Djevencio,D,300000.0,330583.0,2023,Western
Houston Dynamo,Sviatchenko,Erik,D,410532.0,460532.0,2023,Western
Houston Dynamo,Bartlow,Ethan,D,125000.0,135000.0,2023,Western
Houston Dynamo,Escobar,Franco,D,475000.0,524167.0,2023,Western
Houston Dynamo,Dorsey,Griffin,D,150000.0,169000.0,2023,Western
Houston Dynamo,Herrera,Héctor,M,4750000.0,5246875.0,2023,Western
Houston Dynamo,Achara,Ifunanyachi,F,85444.0,85444.0,2023,Western
Houston Dynamo,Franco,Iván,F,335000.0,384250.0,2023,Western
Houston Dynamo,de Lima Júnior,José Artur,D,600000.0,651633.0,2023,Western
Houston Dynamo,Castilla,Juan,M,85444.0,89966.0,2023,Western
Houston Dynamo,Caicedo,Luis,D,110000.0,110000.0,2023,Western
Houston Dynamo,Vera,Matías,D,550000.0,622813.0,2023,Western
Houston Dynamo,dos Santos Silva,Micael,D,120000.0,134250.0,2023,Western
Houston Dynamo,Nelson,Michael,G,135000.0,149500.0,2023,Western
Houston Dynamo,Murana,Mujeeb,D,67360.0,67360.0,2023,Western
Houston Dynamo,Quiñónes,Nelson,F,216996.0,237890.0,2023,Western
Houston Dynamo,Ferreira,Sebastián,F,1760000.0,2130200.0,2023,Western
Houston Dynamo,Clark,Steve,G,560000.0,619281.0,2023,Western
Houston Dynamo,Schmitt,Tate,D,85444.0,85444.0,2023,Western
Houston Dynamo,Hadebe,Teenage,D,1122900.0,1288077.0,2023,Western
Houston Dynamo,Úlfarsson,Thor,M,85444.0,97643.0,2023,Western
Houston Dynamo,Valdez,Xavier,G,85444.0,95155.0,2023,Western
Inter Miami,Cremaschi,Benja,M,67360.0,69360.0,2023,Eastern
Inter Miami,McVey,Christopher,D,219996.0,244296.0,2023,Eastern
Inter Miami,dos Santos,CJ,G,67360.0,72660.0,2023,Eastern
Inter Miami,Jensen,Cole,G,67360.0,67360.0,2023,Eastern
Inter Miami,Jean,Corentin,F,720000.0,788400.0,2023,Eastern
Inter Miami,Yedlin,DeAndre,D,825000.0,873750.0,2023,Eastern
Inter Miami,Arroyo,Dixon,D,150000.0,297708.0,2023,Eastern
Inter Miami,Callender,Drake,G,300000.0,355917.0,2023,Eastern
Inter Miami,Azcona,Edison,F,89716.0,89716.0,2023,Eastern
Inter Miami,Rodríguez,Emerson,M,330000.0,365700.0,2023,Eastern
Inter Miami,Valencia,Felipe,F,85444.0,85444.0,2023,Eastern
Inter Miami,Negri,Franco,D,225000.0,317500.0,2023,Eastern
Inter Miami,de Magalhães da Silva,Gregore,D,725000.0,826000.0,2023,Eastern
Inter Miami,Neville,Harvey,D,67360.0,67360.0,2023,Eastern
Inter Miami,Fray,Ian,D,110000.0,110000.0,2023,Eastern
Inter Miami,LaCava,Jake,F,85444.0,85444.0,2023,Eastern
Inter Miami,Oliveira de Sousa,Jean Mota,M,750000.0,828750.0,2023,Eastern
Inter Miami,Martínez,Josef,F,4000000.0,4391667.0,2023,Eastern
Inter Miami,Miller,Kamal,D,375000.0,420000.0,2023,Eastern
Inter Miami,González Pírez,Leandro,D,935004.0,1095254.0,2023,Eastern
Inter Miami,Campana,Leonardo,F,550000.0,601680.0,2023,Eastern
Inter Miami,Marsman,Nick,G,474996.0,587184.0,2023,Eastern
Inter Miami,Stefanelli,Nicolás,F,400000.0,441667.0,2023,Eastern
Inter Miami,Allen,Noah,D,67360.0,69027.0,2023,Eastern
Inter Miami,Robinson,Robbie,F,200000.0,231000.0,2023,Eastern
Inter Miami,Taylor,Robert,F,276000.0,302900.0,2023,Eastern
Inter Miami,Pizarro,Rodolfo,M,3050000.0,3350000.0,2023,Eastern
Inter Miami,Sailor,Ryan,D,85444.0,85444.0,2023,Eastern
Inter Miami,Kryvtsov,Sergiy,D,555500.0,614500.0,2023,Eastern
Inter Miami,Borgelin,Shanyder,F,67360.0,69860.0,2023,Eastern
Inter Miami,Ulloa,Víctor,D,250000.0,250000.0,2023,Eastern
LA Galaxy,Saldaña,Adam,M,93989.0,93989.0,2023,Western
LA Galaxy,Mavinga,Chris,D,399996.0,452496.0,2023,Western
LA Galaxy,Aguirre,Daniel,M,85444.0,85444.0,2023,Western
LA Galaxy,Joveljic,Dejan,F,651250.0,651250.0,2023,Western
LA Galaxy,Costa,Douglas,F,3000000.0,4508333.0,2023,Western
LA Galaxy,Álvarez,Efraín,M,660000.0,766500.0,2023,Western
LA Galaxy,Zavaleta,Eriq,D,85444.0,85444.0,2023,Western
LA Galaxy,Brugman,Gastón,D,1200000.0,1409000.0,2023,Western
LA Galaxy,Vivi,Gino,F,67360.0,67360.0,2023,Western
LA Galaxy,Neal,Jalen,D,125000.0,138625.0,2023,Western
LA Galaxy,Hernández Balcázar,Javier,F,6000000.0,7443750.0,2023,Western
LA Galaxy,Bond,Jonathan,G,475000.0,525833.0,2023,Western
LA Galaxy,Pérez,Jonathan,F,250000.0,283000.0,2023,Western
LA Galaxy,Klinsmann,Jonathan,G,200004.0,200004.0,2023,Western
LA Galaxy,Aude,Julián,D,275000.0,492000.0,2023,Western
LA Galaxy,Leerdam,Kelvin,D,300000.0,335000.0,2023,Western
LA Galaxy,Calegari,Lucas Felipe,D,550000.0,611564.0,2023,Western
LA Galaxy,Ferkranus,Marcus,D,125000.0,138625.0,2023,Western
LA Galaxy,Delgado,Mark,M,750000.0,826250.0,2023,Western
LA Galaxy,Cáceres,Martín,D,500004.0,556671.0,2023,Western
LA Galaxy,Rodríguez,Memo,M,180000.0,210167.0,2023,Western
LA Galaxy,Micovic,Novak,G,67360.0,67360.0,2023,Western
LA Galaxy,Judd,Preston,F,67360.0,67360.0,2023,Western
LA Galaxy,Edwards,Raheem,D,315000.0,347500.0,2023,Western
LA Galaxy,Puig,Riqui,M,1650000.0,1732500.0,2023,Western
LA Galaxy,Coulibaly,Séga,D,480000.0,517000.0,2023,Western
LA Galaxy,Boyd,Tyler,F,275000.0,350000.0,2023,Western
LA Galaxy,Rosell,Uri,D,500000.0,500000.0,2023,Western
Los Angeles FC,Long,Aaron,D,1199772.0,1243056.0,2023,Western
Los Angeles FC,Romero,Abraham,G,85444.0,85444.0,2023,Western
Los Angeles FC,Vela,Carlos,F,3000000.0,3337500.0,2023,Western
Los Angeles FC,Torres,Christian,F,112500.0,123165.0,2023,Western
Los Angeles FC,Crisostomo,Danny,D,85444.0,85444.0,2023,Western
Los Angeles FC,Maldonado,Denil,D,355000.0,386167.0,2023,Western
Los Angeles FC,Bouanga,Denis,F,2083333.0,2083333.0,2023,Western
Los Angeles FC,Palacios,Diego,D,540000.0,564000.0,2023,Western
Los Angeles FC,Jakupovic,Eldin,G,100000.0,112000.0,2023,Western
Los Angeles FC,Dueñas,Érik,D,125000.0,127000.0,2023,Western
Los Angeles FC,Ginella,Francisco,M,475000.0,516667.0,2023,Western
Los Angeles FC,Chiellini,Giorgio,D,1000000.0,1075000.0,2023,Western
Los Angeles FC,Sánchez,Ilie,D,1207500.0,1207500.0,2023,Western
Los Angeles FC,Murillo,Jesús,D,450000.0,509500.0,2023,Western
Los Angeles FC,McCarthy,John,G,115000.0,121667.0,2023,Western
Los Angeles FC,Cifuentes,José,M,467875.0,511750.0,2023,Western
Los Angeles FC,Gaines,Julian,D,104004.0,107337.0,2023,Western
Los Angeles FC,Acosta,Kellyn,D,1250000.0,1365000.0,2023,Western
Los Angeles FC,Opoku,Kwadwo,F,216000.0,257288.0,2023,Western
Los Angeles FC,Mbacke,Mamadou,D,149000.0,161750.0,2023,Western
Los Angeles FC,Bogusz,Mateusz,M,650000.0,650000.0,2023,Western
Los Angeles FC,Crépeau,Maxime,G,350000.0,377500.0,2023,Western
Los Angeles FC,Traore,Mohamed,D,125000.0,125000.0,2023,Western
Los Angeles FC,Ordaz,Nathan,F,85444.0,87944.0,2023,Western
Los Angeles FC,Hollingshead,Ryan,D,515000.0,515000.0,2023,Western
Los Angeles FC,Palencia,Sergi,D,225000.0,432500.0,2023,Western
Los Angeles FC,Biuk,Stipe,F,650000.0,650000.0,2023,Western
Los Angeles FC,Tillman,Timothy,M,500000.0,537500.0,2023,Western
Los Angeles FC,Leone,Tony,D,125000.0,127000.0,2023,Western
Major League Soccer,Gloster,Chris,D,250000.0,260000.0,2023,
Major League Soccer,Toure,Dantouma,F,85444.0,100062.0,2023,
Major League Soccer,Dwyer,Dom,F,85444.0,85444.0,2023,
Major League Soccer,Vermeer,Kenneth,G,387334.0,387334.0,2023,
Minnesota United,Dibassy,Bakaye,D,600000.0,661250.0,2023,Western
Minnesota United,Hlongwane,Bongokuhle,F,560000.0,610000.0,2023,Western
Minnesota United,Kallman,Brent,D,160000.0,168000.0,2023,Western
Minnesota United,Dunbar,Cameron,F,165000.0,181750.0,2023,Western
Minnesota United,Irwin,Clint,G,190000.0,203533.0,2023,Western
Minnesota United,Taylor,D.J.,D,98261.0,98261.0,2023,Western
Minnesota United,St. Clair,Dayne,G,410000.0,431875.0,2023,Western
Minnesota United,Padelford,Devin,D,67360.0,74360.0,2023,Western
Minnesota United,Henry,Doneil,D,412500.0,430500.0,2023,Western
Minnesota United,Reynoso,Emanuel,M,1600000.0,2151200.0,2023,Western
Minnesota United,Dick,Eric,G,85444.0,85444.0,2023,Western
Minnesota United,Fragapane,Franco,F,260000.0,267500.0,2023,Western
Minnesota United,Emmings,Fred,G,85444.0,91444.0,2023,Western
Minnesota United,Dotson,Hassani,M,450000.0,507500.0,2023,Western
Minnesota United,Rosales,Joseph,M,85444.0,85444.0,2023,Western
Minnesota United,Lawrence,Kemar,D,500012.0,595012.0,2023,Western
Minnesota United,Arriaga,Kervin,D,170000.0,189667.0,2023,Western
Minnesota United,Amarilla,Luis,F,675000.0,810000.0,2023,Western
Minnesota United,García,Mender,F,350000.0,372313.0,2023,Western
Minnesota United,Boxall,Michael,D,650000.0,703097.0,2023,Western
Minnesota United,Tapias,Miguel,D,500012.0,586887.0,2023,Western
Minnesota United,Marqués,Mikael,D,100000.0,116250.0,2023,Western
Minnesota United,Weah,Patrick,F,85444.0,98736.0,2023,Western
Minnesota United,Lod,Robin,M,900000.0,1039375.0,2023,Western
Minnesota United,Jiba,Ryen,D,67360.0,67360.0,2023,Western
Minnesota United,Jeong,Sang-bin,F,548000.0,654708.0,2023,Western
Minnesota United,Oluwaseyi,Tani,F,68775.0,68775.0,2023,Western
Minnesota United,Trapp,Wil,D,850000.0,850000.0,2023,Western
Minnesota United,Valentin,Zarek,D,85444.0,85444.0,2023,Western
Pool,Herrera,Aarón,D,725000.0,820220.0,2023,
Pool,Hamdi,Ahmed,M,500000.0,597500.0,2023,
Pool,Lassiter,Ariel,F,220000.0,240280.0,2023,
Pool,Duke,Bryce,M,150000.0,150000.0,2023,
Pool,Offor,Chinonso,F,200000.0,257875.0,2023,
Pool,Corbo,Gabriele,D,216350.0,216350.0,2023,
Pool,Campbell,George,D,325000.0,365625.0,2023,
Pool,Iliadis,Ilias,D,85444.0,92319.0,2023,
Pool,Pantemis,James,G,144996.0,163996.0,2023,
Pool,Assi,Jean-Aniel,F,85444.0,131759.0,2023,
Pool,Kwizera,Jojea,M,68775.0,68775.0,2023,
Pool,Sirois,Jonathan,G,85444.0,89780.0,2023,
Pool,Vilsaint,Jules-Anthony,F,85444.0,92319.0,2023,
Pool,Lappalainen,Lassi,F,630000.0,660000.0,2023,
Pool,Ketterer,Logan,G,88200.0,88200.0,2023,
Pool,Toye,Mason,F,550000.0,608000.0,2023,
Pool,Choinière,Mathieu,M,250000.0,276667.0,2023,
Pool,Miljevic,Matko,F,545455.0,593364.0,2023,
Pool,Saliba,Nathan-Dylan,M,67360.0,79169.0,2023,
Pool,Jabang,Ousman,M,67360.0,67360.0,2023,
Pool,Zouhir,Rida,M,85444.0,92340.0,2023,
Pool,Thorkelsson,Róbert Orri,D,175000.0,198500.0,2023,
Pool,Quioto,Romell,F,950000.0,1035000.0,2023,
Pool,Camacho,Rudy,D,500000.0,554000.0,2023,
Pool,Piette,Samuel,D,397375.0,469563.0,2023,
