club,last_name,first_name,position,base_salary,guaranteed_compensation,year,conference
Pool,Rea,Sean,M,85444.0,92340.0,2023,
Pool,Ibrahim,Sunusi,F,200000.0,291250.0,2023,
Pool,Wanyama,Victor,D,1440000.0,1800000.0,2023,
Pool,Brault-Guillard,Zachary,D,275000.0,319375.0,2023,
Nashville SC,Longmire,Ahmed,D,67360.0,67360.0,2023,Western
Nashville SC,Muyl,Alex,F,500000.0,500000.0,2023,Western
Nashville SC,Godoy,Aníbal,D,750000.0,821250.0,2023,Western
Nashville SC,Martino,Ben,G,67360.0,87610.0,2023,Western
Nashville SC,Lovitz,Daniel,D,551250.0,551250.0,2023,Western
Nashville SC,McCarty,Dax,M,275000.0,302500.0,2023,Western
Nashville SC,Panicco,Elliot,G,89716.0,89716.0,2023,Western
Nashville SC,Zubak,Ethan,F,195000.0,209000.0,2023,Western
Nashville SC,Picault,Fafà,F,650000.0,650000.0,2023,Western
Nashville SC,Mukhtar,Hany,M,2900000.0,3188750.0,2023,Western
Nashville SC,Shaffelburg,Jacob,F,150000.0,195000.0,2023,Western
Nashville SC,Gregus,Ján,M,240000.0,266750.0,2023,Western
Nashville SC,Willis,Joe,G,375000.0,391250.0,2023,Western
Nashville SC,Skinner,Joey,D,67360.0,72360.0,2023,Western
Nashville SC,Bauer,Josh,D,89716.0,89716.0,2023,Western
Nashville SC,Amiche,Kemy,F,67360.0,67360.0,2023,Western
Nashville SC,Wyke,Laurence,D,85444.0,87777.0,2023,Western
Nashville SC,MacNaughton,Lukas,D,85444.0,87544.0,2023,Western
Nashville SC,Haakenson,Luke,F,88200.0,88200.0,2023,Western
Nashville SC,Perry,Nebiyou,F,67360.0,74860.0,2023,Western
Nashville SC,DePuy,Nick,D,252000.0,252000.0,2023,Western
Nashville SC,Leal,Randall,F,1000000.0,1115000.0,2023,Western
Nashville SC,Davis,Sean,M,825000.0,939000.0,2023,Western
Nashville SC,Moore,Shaq,D,725000.0,806500.0,2023,Western
Nashville SC,Anunga,Tah,M,250000.0,270000.0,2023,Western
Nashville SC,Washington,Taylor,D,98688.0,112269.0,2023,Western
Nashville SC,Bunbury,Teal,F,425000.0,469167.0,2023,Western
Nashville SC,Freeman,Tyler,F,67360.0,67360.0,2023,Western
Nashville SC,Zimmerman,Walker,D,1800000.0,2056979.0,2023,Western
New England Revolution,Farrell,Andrew,D,651250.0,651250.0,2023,Eastern
New England Revolution,Sweat,Ben,D,250000.0,250000.0,2023,Eastern
New England Revolution,Reveno,Ben,D,68775.0,68775.0,2023,Eastern
New England Revolution,Wood,Bobby,F,400000.0,421250.0,2023,Eastern
New England Revolution,Bye,Brandon,D,350000.0,368813.0,2023,Eastern
New England Revolution,Gil,Carles,M,3250000.0,3545833.0,2023,Eastern
New England Revolution,Makoun,Christian,D,225000.0,225000.0,2023,Eastern
New England Revolution,Rivera,Damián,M,88200.0,88200.0,2023,Eastern
New England Revolution,Romney,Dave,D,625000.0,671667.0,2023,Eastern
New England Revolution,Jones,DeJuan,D,375000.0,395000.0,2023,Eastern
New England Revolution,Petrovic,Djordje,G,450000.0,450000.0,2023,Eastern
New England Revolution,Borrero,Dylan,F,575000.0,638962.0,2023,Eastern
New England Revolution,Edwards Jr.,Earl,G,125000.0,125000.0,2023,Eastern
New England Revolution,Boateng,Emmanuel,M,85444.0,95784.0,2023,Eastern
New England Revolution,Bajraktarevic,Esmir,F,85444.0,91367.0,2023,Eastern
New England Revolution,Vrioni,Giacomo,F,1600000.0,1847500.0,2023,Eastern
New England Revolution,Bou,Gustavo,F,2500000.0,2675000.0,2023,Eastern
New England Revolution,Kessler,Henry,D,200000.0,220000.0,2023,Eastern
New England Revolution,Panayotou,Jack,M,67360.0,69360.0,2023,Eastern
New England Revolution,Jackson,Jacob,G,68775.0,68775.0,2023,Eastern
New England Revolution,Bolma,Josh,D,67360.0,74027.0,2023,Eastern
New England Revolution,Altidore,Jozy,F,2381139.0,2939963.0,2023,Eastern
New England Revolution,Rennicks,Justin,F,125000.0,136000.0,2023,Eastern
New England Revolution,Blessing,Latif,M,600000.0,665000.0,2023,Eastern
New England Revolution,Felix,Lucas Maciel,M,85444.0,85444.0,2023,Eastern
New England Revolution,Polster,Matt,D,500000.0,541667.0,2023,Eastern
New England Revolution,Gil,Nacho,F,375000.0,396250.0,2023,Eastern
New England Revolution,Buck,Noel,M,67360.0,67360.0,2023,Eastern
New England Revolution,González,Omar,D,425000.0,450000.0,2023,Eastern
New England Revolution,Spaulding,Ryan,D,85444.0,85444.0,2023,Eastern
New England Revolution,Suárez,Santiago,D,67360.0,80582.0,2023,Eastern
New England Revolution,McNamara,Tommy,F,420000.0,420000.0,2023,Eastern
New York City FC,Mitrita,Alexandru,F,1300000.0,1300000.0,2023,Eastern
New York City FC,Morales,Alfredo,M,600000.0,662250.0,2023,Eastern
New York City FC,Jasson,Andres,F,125000.0,142144.0,2023,Eastern
New York City FC,Cufré,Braian,D,672000.0,757800.0,2023,Eastern
New York City FC,McFarlane,Christian,D,85444.0,108700.0,2023,Eastern
New York City FC,Mizell,Cody,G,85444.0,85444.0,2023,Eastern
New York City FC,Pereira dos Santos,Gabriel,F,590000.0,659500.0,2023,Eastern
New York City FC,Segal,Gabriel,F,67360.0,67360.0,2023,Eastern
New York City FC,Sands,James,D,1000000.0,1058333.0,2023,Eastern
New York City FC,Jiménez,Jonathan,F,68775.0,68775.0,2023,Eastern
New York City FC,Shore,Jonathan,M,67360.0,79860.0,2023,Eastern
New York City FC,Haak,Justin,M,150000.0,165000.0,2023,Eastern
New York City FC,Parks,Keaton,D,550000.0,550000.0,2023,Eastern
New York City FC,O'Toole,Kevin,D,85444.0,85444.0,2023,Eastern
New York City FC,Barraza,Luis,G,145000.0,152688.0,2023,Eastern
New York City FC,Pellegrini,Matías,F,1025000.0,1120833.0,2023,Eastern
New York City FC,Freese,Matt,G,161250.0,180000.0,2023,Eastern
New York City FC,Chanot,Maxime,D,400000.0,483333.0,2023,Eastern
New York City FC,Carrizo,Máximo,M,67360.0,111597.0,2023,Eastern
New York City FC,Ilenic,Mitja,D,204000.0,295700.0,2023,Eastern
New York City FC,Benalcázar,Nico,D,68775.0,68775.0,2023,Eastern
New York City FC,Acevedo,Nicolás,D,230000.0,274800.0,2023,Eastern
New York City FC,Ledezma,Richard,M,350000.0,396000.0,2023,Eastern
New York City FC,Owusu,Samuel,D,67360.0,67360.0,2023,Eastern
New York City FC,Rodríguez,Santiago,M,1200000.0,1331333.0,2023,Eastern
New York City FC,Bacelar Martins,Talles Magno,F,950000.0,1198000.0,2023,Eastern
New York City FC,Castellanos,Taty,F,1000000.0,1176000.0,2023,Eastern
New York City FC,Gray,Tayvon,D,300000.0,350000.0,2023,Eastern
New York City FC,Martins,Thiago,D,1650000.0,2112000.0,2023,Eastern
New York City FC,de Andrade,Thiago Eduardo,F,200000.0,219600.0,2023,Eastern
New York City FC,Alfaro,Tony,D,120000.0,120000.0,2023,Eastern
New York Red Bulls,Marcucci,AJ,G,85444.0,85444.0,2023,Eastern
New York Red Bulls,Reyes,Andrés,D,450000.0,494375.0,2023,Eastern
New York Red Bulls,Estrela,Bento,M,85444.0,109444.0,2023,Eastern
New York Red Bulls,Harper,Cameron,F,250000.0,301250.0,2023,Eastern
New York Red Bulls,Coronel,Carlos,G,490000.0,539649.0,2023,Eastern
New York Red Bulls,Burke,Cory,F,500000.0,571871.0,2023,Eastern
New York Red Bulls,Cásseres Jr.,Cristian,M,330000.0,374000.0,2023,Eastern
New York Red Bulls,Ofori,Curtis,D,67360.0,76110.0,2023,Eastern
New York Red Bulls,Edelman,Daniel,D,85444.0,93026.0,2023,Eastern
New York Red Bulls,Vanzeir,Dante,F,1320000.0,1459767.0,2023,Eastern
New York Red Bulls,Yearwood,Dru,M,525000.0,593750.0,2023,Eastern
New York Red Bulls,Nealis,Dylan,D,225000.0,246250.0,2023,Eastern
New York Red Bulls,Manoel Alves de Paula,Elias,F,420000.0,497250.0,2023,Eastern
New York Red Bulls,Amaya,Frankie,M,350000.0,406406.0,2023,Eastern
New York Red Bulls,Ndam,Hassan,D,88200.0,88200.0,2023,Eastern
New York Red Bulls,Reid,Jayden,D,67360.0,77179.0,2023,Eastern
New York Red Bulls,Tolkin,John,D,400000.0,435500.0,2023,Eastern
New York Red Bulls,Duncan,Kyle,D,500000.0,555750.0,2023,Eastern
New York Red Bulls,Morgan,Lewis,F,1200000.0,1375000.0,2023,Eastern
New York Red Bulls,Lima Linhares,Lucas,M,1155000.0,1206042.0,2023,Eastern
New York Red Bulls,Nocita,Matthew,D,88200.0,88200.0,2023,Eastern
New York Red Bulls,Fernandez,Omir,F,161000.0,176000.0,2023,Eastern
New York Red Bulls,Stroud,Peter,M,85444.0,105447.0,2023,Eastern
New York Red Bulls,Meara,Ryan,G,280000.0,280000.0,2023,Eastern
New York Red Bulls,Nealis,Sean,D,400000.0,476250.0,2023,Eastern
New York Red Bulls,Ngoma,Serge,F,67360.0,87312.0,2023,Eastern
New York Red Bulls,Sserwadda,Steven,M,68775.0,68775.0,2023,Eastern
New York Red Bulls,Barlow,Tom,F,195000.0,206625.0,2023,Eastern
New York Red Bulls,Carmona,Wikelman,M,85444.0,88194.0,2023,Eastern
Orlando City SC,Salim,Abdi,D,67360.0,67360.0,2023,Eastern
Orlando City SC,Grinwis,Adam,G,85444.0,85444.0,2023,Eastern
Orlando City SC,Freeman,Alex,D,67360.0,71360.0,2023,Eastern
Orlando City SC,Cunha Capocasali Junior,Antônio Carlos,D,900000.0,925000.0,2023,Eastern
Orlando City SC,Araújo,César,D,255000.0,294000.0,2023,Eastern
Orlando City SC,Thórhallsson,Dagur Dan,M,160000.0,195500.0,2023,Eastern
Orlando City SC,McGuire,Duncan,F,67360.0,77360.0,2023,Eastern
Orlando City SC,Kara,Ercan,F,1860000.0,2053601.0,2023,Eastern
Orlando City SC,Torres,Facundo,F,640000.0,993200.0,2023,Eastern
Orlando City SC,Loyola,Favian,M,67360.0,69495.0,2023,Eastern
Orlando City SC,Martins,Felipe,M,85444.0,85444.0,2023,Eastern
Orlando City SC,González,Gastón,F,360000.0,362400.0,2023,Eastern
Orlando City SC,Angulo,Iván,F,348000.0,380660.0,2023,Eastern
Orlando City SC,Lynn,Jack,F,68775.0,68775.0,2023,Eastern
Orlando City SC,Smith,Kyle,D,250000.0,265900.0,2023,Eastern
Orlando City SC,Petrasso,Luca,D,85444.0,94468.0,2023,Eastern
Orlando City SC,Ojeda,Martín,F,840000.0,912600.0,2023,Eastern
Orlando City SC,Stajduhar,Mason,G,130000.0,145650.0,2023,Eastern
Orlando City SC,Pereyra,Mauricio,M,675000.0,675000.0,2023,Eastern
Orlando City SC,Halliday,Michael,D,110000.0,116300.0,2023,Eastern
Orlando City SC,Gallese,Pedro,G,720000.0,937333.0,2023,Eastern
Orlando City SC,Lucas Cardoso dos Sant,oRsafael,D,300000.0,326188.0,2023,Eastern
Orlando City SC,Enrique,Ramiro,F,318182.0,375909.0,2023,Eastern
Orlando City SC,Jansson,Robin,D,575000.0,631250.0,2023,Eastern
Orlando City SC,Schlegel,Rodrigo,D,300000.0,349250.0,2023,Eastern
Orlando City SC,Mohammed,Shak,F,85444.0,102444.0,2023,Eastern
Orlando City SC,Williams,Thomas,D,85444.0,91974.0,2023,Eastern
Orlando City SC,Cartagena,Wilder,D,348000.0,388250.0,2023,Eastern
Orlando City SC,Rivera,Wilfredo,F,85444.0,85444.0,2023,Eastern
Philadelphia Union,Bedoya,Alejandro,M,780000.0,1060000.0,2023,Eastern
Philadelphia Union,Blake,Andre,G,775000.0,894375.0,2023,Eastern
Philadelphia Union,Perea,Andrés,D,525000.0,591500.0,2023,Eastern
Philadelphia Union,Sorenson,Anton,D,95000.0,98000.0,2023,Eastern
Philadelphia Union,Craig,Brandan,D,115000.0,127825.0,2023,Eastern
Philadelphia Union,Donovan,Chris,F,68775.0,68775.0,2023,Eastern
Philadelphia Union,Lowe,Damion,D,275000.0,318333.0,2023,Eastern
Philadelphia Union,Gazdag,Dániel,M,1200000.0,1355000.0,2023,Eastern
Philadelphia Union,Portella,Gino,D,150000.0,163515.0,2023,Eastern
Philadelphia Union,Trent,Holden,G,67360.0,67360.0,2023,Eastern
Philadelphia Union,Elliott,Jack,D,750000.0,843750.0,2023,Eastern
Philadelphia Union,McGlynn,Jack,M,160000.0,186533.0,2023,Eastern
Philadelphia Union,Glesnes,Jakob,D,900000.0,1038125.0,2023,Eastern
Philadelphia Union,Rafanello,Jeremy,M,85444.0,93080.0,2023,Eastern
Philadelphia Union,Bueno,Jesús,D,170000.0,185378.0,2023,Eastern
Philadelphia Union,Torres,Joaquín,F,260000.0,309800.0,2023,Eastern
Philadelphia Union,Bendik,Joe,G,175000.0,192500.0,2023,Eastern
Philadelphia Union,Martínez,José,D,275000.0,301250.0,2023,Eastern
Philadelphia Union,Carranza,Julián,F,950000.0,950000.0,2023,Eastern
Philadelphia Union,Wagner,Kai,D,630000.0,701000.0,2023,Eastern
Philadelphia Union,Flach,Leon,M,280000.0,294500.0,2023,Eastern
Philadelphia Union,Real,Matt,D,140000.0,149833.0,2023,Eastern
Philadelphia Union,Uhre,Mikael,F,1700000.0,1940000.0,2023,Eastern
Philadelphia Union,Harriel,Nathan,D,160000.0,181675.0,2023,Eastern
Philadelphia Union,Pierre,Nelson,F,67360.0,81476.0,2023,Eastern
Philadelphia Union,Mbaizo,Olivier,D,300000.0,373589.0,2023,Eastern
Philadelphia Union,Sullivan,Quinn,M,120000.0,123500.0,2023,Eastern
Philadelphia Union,Odada,Richard,D,95000.0,113500.0,2023,Eastern
Portland Timbers,Ivacic,Aljaz,G,375000.0,460000.0,2023,Western
Portland Timbers,Bravo,Claudio,D,315000.0,371654.0,2023,Western
Portland Timbers,Paredes,Cristhian,M,550000.0,648000.0,2023,Western
Portland Timbers,Asprilla,Dairon,F,365000.0,367500.0,2023,Western
Portland Timbers,Zuparic,Dario,D,735000.0,939200.0,2023,Western
Portland Timbers,Ayala,David,D,375000.0,496000.0,2023,Western
Portland Timbers,Bingham,David,G,85444.0,85444.0,2023,Western
Portland Timbers,Chará,Diego,M,650000.0,658333.0,2023,Western
Portland Timbers,Gutiérrez,Diego,F,68775.0,68775.0,2023,Western
Portland Timbers,Miller,Eric,D,120000.0,135000.0,2023,Western
Portland Timbers,Williamson,Eryk,M,625000.0,625000.0,2023,Western
Portland Timbers,da Silva Ferreira,Evander,M,1885000.0,2230000.0,2023,Western
Portland Timbers,Mora,Felipe,F,120000.0,383000.0,2023,Western
Portland Timbers,Boli,Franck,F,450000.0,532000.0,2023,Western
Portland Timbers,Sulte,Hunter,G,85444.0,89247.0,2023,Western
Portland Timbers,Niezgoda,Jaroslaw,F,850000.0,1019244.0,2023,Western
Portland Timbers,Mosquera,Juan David,D,184000.0,209667.0,2023,Western
Portland Timbers,Rasmussen,Justin,D,85444.0,85444.0,2023,Western
Portland Timbers,Mabiala,Larrys,D,400000.0,412500.0,2023,Western
Portland Timbers,Loría,Marvin,F,200000.0,239375.0,2023,Western
Portland Timbers,Uiliam Fogaça,Nathan,F,68775.0,68775.0,2023,Western
Portland Timbers,Bonilla,Pablo,D,135000.0,147667.0,2023,Western
Portland Timbers,Moreno,Santiago,F,340000.0,384993.0,2023,Western
Portland Timbers,Blanco,Sebastián,M,1380000.0,1748000.0,2023,Western
Portland Timbers,Ikoba,Tega,F,89716.0,89716.0,2023,Western
Portland Timbers,Chará,Yimmi,F,1500000.0,1803000.0,2023,Western
Portland Timbers,McGraw,Zac,D,130000.0,151875.0,2023,Western
Real Salt Lake,Julio,Anderson,F,750000.0,820000.0,2023,Western
Real Salt Lake,Brody,Andrew,D,250000.0,275678.0,2023,Western
Real Salt Lake,Kei,Axel,F,85444.0,101444.0,2023,Western
Real Salt Lake,Jacquesson,Bertin,F,67360.0,74686.0,2023,Western
Real Salt Lake,Hidalgo,Bode,D,104000.0,108294.0,2023,Western
Real Salt Lake,Ojeda,Braian,M,590000.0,648653.0,2023,Western
Real Salt Lake,Vera,Brayan,D,450000.0,507000.0,2023,Western
Real Salt Lake,Oviedo,Bryan,D,325000.0,375826.0,2023,Western
Real Salt Lake,Gómez,Carlos Andrés,F,220000.0,252000.0,2023,Western
Real Salt Lake,Kreilach,Damir,M,1650000.0,1650000.0,2023,Western
Real Salt Lake,Musovski,Danny,F,98687.0,98687.0,2023,Western
Real Salt Lake,Pierre,Delentz,D,67360.0,72795.0,2023,Western
Real Salt Lake,Luna,Diego,M,120000.0,134380.0,2023,Western
Real Salt Lake,Eneli,Emeka,D,67360.0,67360.0,2023,Western
Real Salt Lake,Holt,Erik,D,200000.0,218750.0,2023,Western
Real Salt Lake,Beavers,Gavin,G,85444.0,91027.0,2023,Western
Real Salt Lake,Paul,Ilijah,F,67360.0,74873.0,2023,Western
Real Salt Lake,Löffelsend,Jasper,M,96600.0,96600.0,2023,Western
Real Salt Lake,Orozco,Jaziel,D,85444.0,85444.0,2023,Western
Real Salt Lake,Savarino,Jefferson,F,1525000.0,1749292.0,2023,Western
Real Salt Lake,Menéndez,Jonathan,F,500000.0,602813.0,2023,Western
Real Salt Lake,Wellings,Jude,M,85444.0,105444.0,2023,Western
Real Salt Lake,Benitez,Julio,D,85444.0,95069.0,2023,Western
Real Salt Lake,Glad,Justen,D,725000.0,785031.0,2023,Western
Real Salt Lake,Rivera,Luis,D,67360.0,78460.0,2023,Western
Real Salt Lake,Chang,Maikel,M,170000.0,193750.0,2023,Western
Real Salt Lake,Silva,Marcelo,D,600000.0,600000.0,2023,Western
Real Salt Lake,Nyeman,Moses,D,115000.0,133822.0,2023,Western
Real Salt Lake,Ruiz,Pablo,M,500000.0,573500.0,2023,Western
Real Salt Lake,Rubín,Rubio,F,600000.0,672847.0,2023,Western
Real Salt Lake,Caldwell,Scott,M,225000.0,230000.0,2023,Western
Real Salt Lake,Gómez,Tomás,G,85444.0,85444.0,2023,Western
Real Salt Lake,MacMath,Zac,G,350000.0,350000.0,2023,Western
Real Salt Lake,Farnsworth,Zack,D,115000.0,129750.0,2023,Western
San Jose Earthquakes,Rodrigues de Oliveira,Antônio Josenildo,D,600000.0,658000.0,2023,Western
San Jose Earthquakes,Kikanovic,Benjamin,F,130000.0,135775.0,2023,Western
San Jose Earthquakes,Cowell,Cade,F,600000.0,689909.0,2023,Western
San Jose Earthquakes,Cilley,Cam,M,67360.0,67360.0,2023,Western
San Jose Earthquakes,Gruezo,Carlos,D,1350000.0,1571086.0,2023,Western
San Jose Earthquakes,Akapo,Carlos,D,525000.0,570111.0,2023,Western
San Jose Earthquakes,Walls,Casey,D,150000.0,153000.0,2023,Western
San Jose Earthquakes,Espinoza,Cristian,F,1150000.0,1265000.0,2023,Western
San Jose Earthquakes,Medina,Cruz,M,85444.0,103838.0,2023,Western
San Jose Earthquakes,de Sousa Britto,Daniel,G,400000.0,400000.0,2023,Western
San Jose Earthquakes,Munie,Daniel,D,67360.0,67360.0,2023,Western
San Jose Earthquakes,Ochoa,Emmanuel,G,130000.0,140071.0,2023,Western
San Jose Earthquakes,Skahan,Jack,M,88200.0,88200.0,2023,Western
San Jose Earthquakes,Yueill,Jackson,M,750000.0,786875.0,2023,Western
San Jose Earthquakes,Monteiro,Jamiro,M,1200000.0,1293500.0,2023,Western
San Jose Earthquakes,Ebobisse,Jeremy,F,763980.0,909863.0,2023,Western
San Jose Earthquakes,Mensah,Jonathan,D,1025000.0,1165667.0,2023,Western
San Jose Earthquakes,Marcinkowski,JT,G,350000.0,350000.0,2023,Western
San Jose Earthquakes,Silva Tavares,Judson,D,250000.0,250000.0,2023,Western
San Jose Earthquakes,Tingey,Keegan,D,67360.0,67360.0,2023,Western
San Jose Earthquakes,Baldisimo,Michael,D,85444.0,85444.0,2023,Western
San Jose Earthquakes,Trauco,Miguel,D,500000.0,550000.0,2023,Western
San Jose Earthquakes,Pelae Cardoso,Nathan Raphael,D,700000.0,741250.0,2023,Western
San Jose Earthquakes,Tsakiris,Niko,M,85444.0,89611.0,2023,Western
San Jose Earthquakes,Agren,Oskar,D,85444.0,85444.0,2023,Western
San Jose Earthquakes,Bouda,Ousseni,F,100000.0,112500.0,2023,Western
San Jose Earthquakes,Marie,Paul,D,180000.0,191375.0,2023,Western
San Jose Earthquakes,Beason,Tanner,D,250000.0,250000.0,2023,Western
San Jose Earthquakes,Thompson,Tommy,D,115000.0,115000.0,2023,Western
San Jose Earthquakes,Richmond,Will,F,68775.0,68775.0,2023,Western
Seattle Sounders FC,Cissoko,Abdoulaye,D,85444.0,85444.0,2023,Western
Seattle Sounders FC,Rusnák,Albert,M,1800000.0,1871667.0,2023,Western
Seattle Sounders FC,Roldán,Álex,D,300000.0,332500.0,2023,Western
Seattle Sounders FC,Thomas,Andrew,G,125000.0,132500.0,2023,Western
Seattle Sounders FC,Roldán,Cristian,M,1320000.0,1441000.0,2023,Western
Seattle Sounders FC,Teves,Dylan,M,68775.0,68775.0,2023,Western
Seattle Sounders FC,Dobbelaere,Ethan,M,104000.0,118000.0,2023,Western
Seattle Sounders FC,Montero,Fredy,F,195000.0,195000.0,2023,Western
Seattle Sounders FC,Araújo dos Santos,Héber,F,930000.0,1019000.0,2023,Western
Seattle Sounders FC,Ragen,Jackson,D,85444.0,85444.0,2023,Western
Seattle Sounders FC,Castro,Jacob,G,67360.0,67360.0,2023,Western
Seattle Sounders FC,Mior,João Paulo,M,1300000.0,1383333.0,2023,Western
Seattle Sounders FC,Morris,Jordan,F,1550000.0,1560000.0,2023,Western
Seattle Sounders FC,Atencio,Josh,D,92400.0,96762.0,2023,Western
Seattle Sounders FC,Rowe,Kelyn,M,300000.0,300000.0,2023,Western
Seattle Sounders FC,Alves Chú Franco,Leonardo,F,550000.0,550000.0,2023,Western
Seattle Sounders FC,Lodeiro,Nicolás,M,2640000.0,3256667.0,2023,Western
Seattle Sounders FC,Tolo,Nouhou,D,550000.0,571875.0,2023,Western
Seattle Sounders FC,Vargas,Obed,M,67360.0,76392.0,2023,Western
Seattle Sounders FC,Ruidíaz,Raúl,F,2472000.0,3201120.0,2023,Western
Seattle Sounders FC,Baker-Whiting,Reed,M,85444.0,105444.0,2023,Western
Seattle Sounders FC,Kitahara,Sota,D,67360.0,69860.0,2023,Western
Seattle Sounders FC,Frei,Stefan,G,650000.0,650000.0,2023,Western
Seattle Sounders FC,Cleveland,Stefan,G,200000.0,217500.0,2023,Western
Seattle Sounders FC,Arreaga,Xavier,D,750000.0,750000.0,2023,Western
Seattle Sounders FC,Gómez Andrade,Yeimar,D,672732.0,741820.0,2023,Western
Sporting Kansas City,Pulido,Alan,F,2200000.0,2200000.0,2023,Western
Sporting Kansas City,Fontàs,Andreu,D,450000.0,450000.0,2023,Western
Sporting Kansas City,Duke,Cameron,M,137500.0,140500.0,2023,Western
Sporting Kansas City,Rindov,Chris,D,67360.0,67360.0,2023,Western
Sporting Kansas City,Sallói,Dániel,F,1100000.0,1100000.0,2023,Western
Sporting Kansas City,Flores,Danny,M,67360.0,67360.0,2023,Western
Sporting Kansas City,Rosero,Dany,D,456000.0,456000.0,2023,Western
Sporting Kansas City,Thommy,Erik,M,1550000.0,1656250.0,2023,Western
Sporting Kansas City,Hernández,Felipe,M,175000.0,207000.0,2023,Western
Sporting Kansas City,Kinda,Gadi,M,850000.0,918000.0,2023,Western
Sporting Kansas City,Zusi,Graham,D,325000.0,325000.0,2023,Western
Sporting Kansas City,Davis,Jake,M,85444.0,85444.0,2023,Western
Sporting Kansas City,Pulskamp,John,G,150000.0,173500.0,2023,Western
Sporting Kansas City,Russell,Johnny,F,1000000.0,1000000.0,2023,Western
Sporting Kansas City,Pierre,Kayden,D,85444.0,91819.0,2023,Western
Sporting Kansas City,McIntosh,Kendall,G,130000.0,130000.0,2023,Western
Sporting Kansas City,Shelton,Khiry,F,575000.0,625000.0,2023,Western
Sporting Kansas City,Ford,Kortne,D,165000.0,170000.0,2023,Western
Sporting Kansas City,Ndenbe,Logan,D,350000.0,396125.0,2023,Western
Sporting Kansas City,Tzionis,Marinos,F,625000.0,625000.0,2023,Western
Sporting Kansas City,Radoja,Nemanja,D,1440000.0,1530000.0,2023,Western
Sporting Kansas City,Cisneros,Ozzie,M,85444.0,88444.0,2023,Western
Sporting Kansas City,Walter,Rémi,M,850000.0,850000.0,2023,Western
Sporting Kansas City,Voloder,Robert,D,425000.0,452860.0,2023,Western
Sporting Kansas City,Castellanos,Robert,D,85444.0,85444.0,2023,Western
Sporting Kansas City,Espinoza,Róger,M,85444.0,85444.0,2023,Western
Sporting Kansas City,Afrifa,Stephen,F,67360.0,67360.0,2023,Western
Sporting Kansas City,Melia,Tim,G,625000.0,637500.0,2023,Western
Sporting Kansas City,Leibold,Tim,D,500000.0,501050.0,2023,Western
Sporting Kansas City,Agada,Willy,F,225000.0,271875.0,2023,Western
